sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,5150,10000,15150,03/20/2023,2022
Communic/Electronics,B,6400,12500,18900,03/20/2023,2022
Construction,C,19200,16000,35200,03/20/2023,2022
Defense,D,0,0,0,03/20/2023,2022
Energy/Nat Resource,E,250,4000,4250,03/20/2023,2022
Finance/Insur/RealEst,F,46870,84500,131370,03/20/2023,2022
Health,H,16019,13000,29019,03/20/2023,2022
Lawyers & Lobbyists,K,102165,12000,114165,03/20/2023,2022
Transportation,M,6225,28000,34225,03/20/2023,2022
Misc Business,N,32875,11500,44375,03/20/2023,2022
Labor,P,700,236000,236700,03/20/2023,2022
Ideology/Single-Issue,Q,4350,29061,33411,03/20/2023,2022
Other,W,33073,0,33073,03/20/2023,2022
