sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,53229,0,53229,06/10/2019,2018
Communic/Electronics,B,804890,0,804890,06/10/2019,2018
Construction,C,56611,0,56611,06/10/2019,2018
Defense,D,5967,0,5967,06/10/2019,2018
Energy/Nat Resource,E,19690,0,19690,06/10/2019,2018
Finance/Insur/RealEst,F,1146450,5000,1151450,06/10/2019,2018
Health,H,284279,1000,285279,06/10/2019,2018
Lawyers & Lobbyists,K,500148,6000,506148,06/10/2019,2018
Transportation,M,31231,0,31231,06/10/2019,2018
Misc Business,N,549388,1000,550388,06/10/2019,2018
Labor,P,2789,94867,97656,06/10/2019,2018
Ideology/Single-Issue,Q,533918,263281,797199,06/10/2019,2018
Other,W,1481785,0,1481785,06/10/2019,2018
