sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,17450,16500,33950,06/10/2019,2018
Communic/Electronics,B,-1530,34500,32970,06/10/2019,2018
Construction,C,12410,48150,60560,06/10/2019,2018
Defense,D,770,10500,11270,06/10/2019,2018
Energy/Nat Resource,E,25350,56500,81850,06/10/2019,2018
Finance/Insur/RealEst,F,88296,36750,125046,06/10/2019,2018
Health,H,21920,16500,38420,06/10/2019,2018
Lawyers & Lobbyists,K,19225,3400,22625,06/10/2019,2018
Transportation,M,19950,88099,108049,06/10/2019,2018
Misc Business,N,53050,21000,74050,06/10/2019,2018
Labor,P,0,7000,7000,06/10/2019,2018
Ideology/Single-Issue,Q,215178,150811,365989,06/10/2019,2018
Other,W,85581,500,86081,06/10/2019,2018
