sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,10770,58160,68930,03/20/2023,2022
Communic/Electronics,B,23760,41000,64760,03/20/2023,2022
Construction,C,21800,33000,54800,03/20/2023,2022
Defense,D,14650,109000,123650,03/20/2023,2022
Energy/Nat Resource,E,49450,105900,155350,03/20/2023,2022
Finance/Insur/RealEst,F,108125,111750,219875,03/20/2023,2022
Health,H,80079,143400,223479,03/20/2023,2022
Lawyers & Lobbyists,K,133781,33500,167281,03/20/2023,2022
Transportation,M,41050,75900,116950,03/20/2023,2022
Misc Business,N,116785,78500,195285,03/20/2023,2022
Labor,P,0,41500,41500,03/20/2023,2022
Ideology/Single-Issue,Q,209305,118400,327705,03/20/2023,2022
Other,W,113670,20500,134170,03/20/2023,2022
