sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,4408,42000,46408,03/20/2023,2022
Communic/Electronics,B,29700,25500,55200,03/20/2023,2022
Construction,C,6664,24500,31164,03/20/2023,2022
Defense,D,2900,14500,17400,03/20/2023,2022
Energy/Nat Resource,E,3135,23500,26635,03/20/2023,2022
Finance/Insur/RealEst,F,23256,58000,81256,03/20/2023,2022
Health,H,20985,68000,88985,03/20/2023,2022
Lawyers & Lobbyists,K,76675,28500,105175,03/20/2023,2022
Transportation,M,663,45900,46563,03/20/2023,2022
Misc Business,N,30420,52000,82420,03/20/2023,2022
Labor,P,750,136000,136750,03/20/2023,2022
Ideology/Single-Issue,Q,22049,36012,58061,03/20/2023,2022
Other,W,107152,11000,118152,03/20/2023,2022
