sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,12020,27000,39020,03/20/2023,2022
Communic/Electronics,B,166952,69000,235952,03/20/2023,2022
Construction,C,22979,33000,55979,03/20/2023,2022
Defense,D,13924,77900,91824,03/20/2023,2022
Energy/Nat Resource,E,13350,16500,29850,03/20/2023,2022
Finance/Insur/RealEst,F,582964,213000,795964,03/20/2023,2022
Health,H,168203,122500,290703,03/20/2023,2022
Lawyers & Lobbyists,K,328332,45000,373332,03/20/2023,2022
Transportation,M,7078,36500,43578,03/20/2023,2022
Misc Business,N,123633,81878,205511,03/20/2023,2022
Labor,P,600,180000,180600,03/20/2023,2022
Ideology/Single-Issue,Q,290191,445662,735853,03/20/2023,2022
Other,W,777358,2000,779358,03/20/2023,2022
