sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,237766,340500,578266,03/20/2023,2022
Communic/Electronics,B,340309,441440,781749,03/20/2023,2022
Construction,C,210796,152000,362796,03/20/2023,2022
Defense,D,17717,72500,90217,03/20/2023,2022
Energy/Nat Resource,E,234687,367700,602387,03/20/2023,2022
Finance/Insur/RealEst,F,1395125,825150,2220275,03/20/2023,2022
Health,H,283068,607650,890718,03/20/2023,2022
Lawyers & Lobbyists,K,646706,107750,754456,03/20/2023,2022
Transportation,M,313549,405879,719428,03/20/2023,2022
Misc Business,N,332517,464600,797117,03/20/2023,2022
Labor,P,0,62500,62500,03/20/2023,2022
Ideology/Single-Issue,Q,750170,495000,1245170,03/20/2023,2022
Other,W,1015995,8500,1024495,03/20/2023,2022
