sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,38800,20500,59300,06/10/2019,2018
Communic/Electronics,B,13300,7000,20300,06/10/2019,2018
Construction,C,19300,4000,23300,06/10/2019,2018
Defense,D,0,18500,18500,06/10/2019,2018
Energy/Nat Resource,E,23200,5000,28200,06/10/2019,2018
Finance/Insur/RealEst,F,57600,16000,73600,06/10/2019,2018
Health,H,20000,14200,34200,06/10/2019,2018
Lawyers & Lobbyists,K,25100,0,25100,06/10/2019,2018
Transportation,M,11250,24000,35250,06/10/2019,2018
Misc Business,N,38100,13750,51850,06/10/2019,2018
Ideology/Single-Issue,Q,7100,93400,100500,06/10/2019,2018
Other,W,21980,0,21980,06/10/2019,2018
