sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,9128,20000,29128,03/20/2023,2022
Communic/Electronics,B,135177,30140,165317,03/20/2023,2022
Construction,C,25989,5000,30989,03/20/2023,2022
Defense,D,12200,4000,16200,03/20/2023,2022
Energy/Nat Resource,E,59708,48400,108108,03/20/2023,2022
Finance/Insur/RealEst,F,418192,366616,784808,03/20/2023,2022
Health,H,173419,18000,191419,03/20/2023,2022
Lawyers & Lobbyists,K,358492,26500,384992,03/20/2023,2022
Transportation,M,25078,44000,69078,03/20/2023,2022
Misc Business,N,213904,59000,272904,03/20/2023,2022
Labor,P,515,187500,188015,03/20/2023,2022
Ideology/Single-Issue,Q,286117,332077,618194,03/20/2023,2022
Other,W,1080020,7000,1087020,03/20/2023,2022
