sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,41314,28500,69814,03/20/2023,2022
Communic/Electronics,B,286716,91000,377716,03/20/2023,2022
Construction,C,66086,34000,100086,03/20/2023,2022
Defense,D,99560,67500,167060,03/20/2023,2022
Energy/Nat Resource,E,65698,14600,80298,03/20/2023,2022
Finance/Insur/RealEst,F,968236,406010,1374246,03/20/2023,2022
Health,H,430196,79250,509446,03/20/2023,2022
Lawyers & Lobbyists,K,1119540,74500,1194040,03/20/2023,2022
Transportation,M,71802,72500,144302,03/20/2023,2022
Misc Business,N,317180,122944,440124,03/20/2023,2022
Labor,P,1216,208500,209716,03/20/2023,2022
Ideology/Single-Issue,Q,439769,464652,904421,03/20/2023,2022
Other,W,1750810,1000,1751810,03/20/2023,2022
