sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,4630,23000,27630,06/10/2019,2018
Communic/Electronics,B,52973,141000,193973,06/10/2019,2018
Construction,C,12662,63000,75662,06/10/2019,2018
Defense,D,20044,110900,130944,06/10/2019,2018
Energy/Nat Resource,E,152,12500,12652,06/10/2019,2018
Finance/Insur/RealEst,F,114271,121000,235271,06/10/2019,2018
Health,H,12913,58500,71413,06/10/2019,2018
Lawyers & Lobbyists,K,111024,27750,138774,06/10/2019,2018
Transportation,M,22110,39500,61610,06/10/2019,2018
Misc Business,N,73000,49000,122000,06/10/2019,2018
Labor,P,630,210000,210630,06/10/2019,2018
Ideology/Single-Issue,Q,59545,50499,110044,06/10/2019,2018
Other,W,211204,0,211204,06/10/2019,2018
