sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,5000,3000,8000,03/20/2023,2022
Communic/Electronics,B,8106,23500,31606,03/20/2023,2022
Construction,C,22350,41000,63350,03/20/2023,2022
Defense,D,500,25000,25500,03/20/2023,2022
Energy/Nat Resource,E,0,63400,63400,03/20/2023,2022
Finance/Insur/RealEst,F,78575,216800,295375,03/20/2023,2022
Health,H,24795,181000,205795,03/20/2023,2022
Lawyers & Lobbyists,K,129875,36750,166625,03/20/2023,2022
Transportation,M,19750,30000,49750,03/20/2023,2022
Misc Business,N,43875,53834,97709,03/20/2023,2022
Labor,P,3500,228400,231900,03/20/2023,2022
Ideology/Single-Issue,Q,38600,35412,74012,03/20/2023,2022
Other,W,73708,0,73708,03/20/2023,2022
