sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,36600,24000,60600,03/20/2023,2022
Communic/Electronics,B,27272,15000,42272,03/20/2023,2022
Construction,C,56959,5500,62459,03/20/2023,2022
Defense,D,5105,15500,20605,03/20/2023,2022
Energy/Nat Resource,E,82299,15000,97299,03/20/2023,2022
Finance/Insur/RealEst,F,388711,175400,564111,03/20/2023,2022
Health,H,31216,16500,47716,03/20/2023,2022
Lawyers & Lobbyists,K,55404,3000,58404,03/20/2023,2022
Transportation,M,31436,6500,37936,03/20/2023,2022
Misc Business,N,146120,35000,181120,03/20/2023,2022
Labor,P,2505,40000,42505,03/20/2023,2022
Ideology/Single-Issue,Q,140270,358250,498520,03/20/2023,2022
Other,W,409522,6000,415522,03/20/2023,2022
