sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,18960,72500,91460,06/10/2019,2018
Communic/Electronics,B,725,62000,62725,06/10/2019,2018
Construction,C,6966,37000,43966,06/10/2019,2018
Defense,D,6550,17500,24050,06/10/2019,2018
Energy/Nat Resource,E,1750,53500,55250,06/10/2019,2018
Finance/Insur/RealEst,F,188750,1235138,1423888,06/10/2019,2018
Health,H,4566,47100,51666,06/10/2019,2018
Lawyers & Lobbyists,K,101792,26500,128292,06/10/2019,2018
Transportation,M,4966,51490,56456,06/10/2019,2018
Misc Business,N,36974,65500,102474,06/10/2019,2018
Labor,P,0,8000,8000,06/10/2019,2018
Ideology/Single-Issue,Q,3000,45400,48400,06/10/2019,2018
Other,W,12258,0,12258,06/10/2019,2018
