sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,6250,1000,7250,03/20/2023,2022
Communic/Electronics,B,13000,2000,15000,03/20/2023,2022
Construction,C,23761,1500,25261,03/20/2023,2022
Defense,D,2900,0,2900,03/20/2023,2022
Energy/Nat Resource,E,10603,0,10603,03/20/2023,2022
Finance/Insur/RealEst,F,230080,11000,241080,03/20/2023,2022
Health,H,22423,2500,24923,03/20/2023,2022
Lawyers & Lobbyists,K,16899,0,16899,03/20/2023,2022
Transportation,M,12702,5000,17702,03/20/2023,2022
Misc Business,N,24626,8500,33126,03/20/2023,2022
Ideology/Single-Issue,Q,20336,181124,201460,03/20/2023,2022
Other,W,146796,1000,147796,03/20/2023,2022
