sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,15410,24500,39910,03/20/2023,2022
Communic/Electronics,B,76542,68400,144942,03/20/2023,2022
Construction,C,20414,5000,25414,03/20/2023,2022
Defense,D,4355,15500,19855,03/20/2023,2022
Energy/Nat Resource,E,5000,10000,15000,03/20/2023,2022
Finance/Insur/RealEst,F,220136,88000,308136,03/20/2023,2022
Health,H,34038,49500,83538,03/20/2023,2022
Lawyers & Lobbyists,K,221834,17000,238834,03/20/2023,2022
Transportation,M,0,26500,26500,03/20/2023,2022
Misc Business,N,92605,50400,143005,03/20/2023,2022
Labor,P,25,143000,143025,03/20/2023,2022
Ideology/Single-Issue,Q,77037,52762,129799,03/20/2023,2022
Other,W,303763,0,303763,03/20/2023,2022
