sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,6381,72500,78881,03/20/2023,2022
Communic/Electronics,B,25203,74500,99703,03/20/2023,2022
Construction,C,9650,6500,16150,03/20/2023,2022
Defense,D,500,12000,12500,03/20/2023,2022
Energy/Nat Resource,E,16150,68000,84150,03/20/2023,2022
Finance/Insur/RealEst,F,152011,317000,469011,03/20/2023,2022
Health,H,86800,382500,469300,03/20/2023,2022
Lawyers & Lobbyists,K,321290,38250,359540,03/20/2023,2022
Transportation,M,2120,39500,41620,03/20/2023,2022
Misc Business,N,65025,105500,170525,03/20/2023,2022
Labor,P,0,136900,136900,03/20/2023,2022
Ideology/Single-Issue,Q,148033,106262,254295,03/20/2023,2022
Other,W,218298,10500,228798,03/20/2023,2022
