sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,44145,6500,50645,06/10/2019,2018
Communic/Electronics,B,353666,0,353666,06/10/2019,2018
Construction,C,25437,0,25437,06/10/2019,2018
Defense,D,6746,0,6746,06/10/2019,2018
Energy/Nat Resource,E,23099,3000,26099,06/10/2019,2018
Finance/Insur/RealEst,F,559614,0,559614,06/10/2019,2018
Health,H,161780,3000,164780,06/10/2019,2018
Lawyers & Lobbyists,K,249026,7000,256026,06/10/2019,2018
Transportation,M,10736,0,10736,06/10/2019,2018
Misc Business,N,221585,0,221585,06/10/2019,2018
Labor,P,6709,117200,123909,06/10/2019,2018
Ideology/Single-Issue,Q,470309,347163,817472,06/10/2019,2018
Other,W,994626,0,994626,06/10/2019,2018
