sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,10153,15307,25460,06/10/2019,2018
Communic/Electronics,B,17417,17000,34417,06/10/2019,2018
Construction,C,16545,19000,35545,06/10/2019,2018
Defense,D,1776,7500,9276,06/10/2019,2018
Energy/Nat Resource,E,6968,21500,28468,06/10/2019,2018
Finance/Insur/RealEst,F,60274,38500,98774,06/10/2019,2018
Health,H,34217,25000,59217,06/10/2019,2018
Lawyers & Lobbyists,K,131723,13500,145223,06/10/2019,2018
Transportation,M,7151,31000,38151,06/10/2019,2018
Misc Business,N,49775,22500,72275,06/10/2019,2018
Labor,P,0,179000,179000,06/10/2019,2018
Ideology/Single-Issue,Q,46162,140896,187058,06/10/2019,2018
Other,W,40430,0,40430,06/10/2019,2018
