sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,87782,95750,183532,03/20/2023,2022
Communic/Electronics,B,75988,117200,193188,03/20/2023,2022
Construction,C,66954,72700,139654,03/20/2023,2022
Defense,D,8179,76500,84679,03/20/2023,2022
Energy/Nat Resource,E,91117,209000,300117,03/20/2023,2022
Finance/Insur/RealEst,F,484929,815750,1300679,03/20/2023,2022
Health,H,122600,83000,205600,03/20/2023,2022
Lawyers & Lobbyists,K,208326,30500,238826,03/20/2023,2022
Transportation,M,65553,91500,157053,03/20/2023,2022
Misc Business,N,196658,166257,362915,03/20/2023,2022
Labor,P,0,31000,31000,03/20/2023,2022
Ideology/Single-Issue,Q,126250,503350,629600,03/20/2023,2022
Other,W,435093,1500,436593,03/20/2023,2022
