sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,50362,9300,59662,03/20/2023,2022
Communic/Electronics,B,18848,7500,26348,03/20/2023,2022
Construction,C,85681,24500,110181,03/20/2023,2022
Defense,D,4248,2000,6248,03/20/2023,2022
Energy/Nat Resource,E,326029,127500,453529,03/20/2023,2022
Finance/Insur/RealEst,F,611952,47000,658952,03/20/2023,2022
Health,H,71256,16000,87256,03/20/2023,2022
Lawyers & Lobbyists,K,121251,14798,136049,03/20/2023,2022
Transportation,M,44043,20000,64043,03/20/2023,2022
Misc Business,N,189343,47500,236843,03/20/2023,2022
Labor,P,0,6000,6000,03/20/2023,2022
Ideology/Single-Issue,Q,369217,304764,673981,03/20/2023,2022
Other,W,897879,0,897879,03/20/2023,2022
