sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,3000,38500,41500,06/10/2019,2018
Communic/Electronics,B,4288,37500,41788,06/10/2019,2018
Construction,C,5830,52000,57830,06/10/2019,2018
Defense,D,84,104000,104084,06/10/2019,2018
Energy/Nat Resource,E,17810,39250,57060,06/10/2019,2018
Finance/Insur/RealEst,F,21158,55500,76658,06/10/2019,2018
Health,H,5997,33500,39497,06/10/2019,2018
Lawyers & Lobbyists,K,26781,12500,39281,06/10/2019,2018
Transportation,M,6810,179500,186310,06/10/2019,2018
Misc Business,N,38943,63500,102443,06/10/2019,2018
Labor,P,250,211550,211800,06/10/2019,2018
Ideology/Single-Issue,Q,15050,17250,32300,06/10/2019,2018
Other,W,45431,0,45431,06/10/2019,2018
