sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,6500,17500,24000,06/10/2019,2018
Communic/Electronics,B,32100,18500,50600,06/10/2019,2018
Construction,C,18500,8000,26500,06/10/2019,2018
Defense,D,260,11000,11260,06/10/2019,2018
Energy/Nat Resource,E,101850,19000,120850,06/10/2019,2018
Finance/Insur/RealEst,F,242304,122000,364304,06/10/2019,2018
Health,H,60425,29500,89925,06/10/2019,2018
Lawyers & Lobbyists,K,24760,2000,26760,06/10/2019,2018
Transportation,M,17280,32000,49280,06/10/2019,2018
Misc Business,N,87528,11500,99028,06/10/2019,2018
Ideology/Single-Issue,Q,118515,99450,217965,06/10/2019,2018
Other,W,69614,0,69614,06/10/2019,2018
