sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,1500,23000,24500,06/10/2019,2018
Communic/Electronics,B,1002,43500,44502,06/10/2019,2018
Construction,C,5901,5500,11401,06/10/2019,2018
Energy/Nat Resource,E,0,3000,3000,06/10/2019,2018
Finance/Insur/RealEst,F,25617,13000,38617,06/10/2019,2018
Health,H,18330,21500,39830,06/10/2019,2018
Lawyers & Lobbyists,K,20651,20750,41401,06/10/2019,2018
Transportation,M,11350,67500,78850,06/10/2019,2018
Misc Business,N,15427,32000,47427,06/10/2019,2018
Labor,P,5000,118750,123750,06/10/2019,2018
Ideology/Single-Issue,Q,3950,20458,24408,06/10/2019,2018
Other,W,14354,1500,15854,06/10/2019,2018
