sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,32900,28000,60900,03/20/2023,2022
Communic/Electronics,B,3000,4000,7000,03/20/2023,2022
Construction,C,250,5000,5250,03/20/2023,2022
Defense,D,0,5000,5000,03/20/2023,2022
Energy/Nat Resource,E,0,7500,7500,03/20/2023,2022
Finance/Insur/RealEst,F,27025,22500,49525,03/20/2023,2022
Health,H,23400,8000,31400,03/20/2023,2022
Lawyers & Lobbyists,K,19700,16000,35700,03/20/2023,2022
Transportation,M,17050,9500,26550,03/20/2023,2022
Misc Business,N,10951,4500,15451,03/20/2023,2022
Labor,P,0,82000,82000,03/20/2023,2022
Ideology/Single-Issue,Q,32975,43500,76475,03/20/2023,2022
Other,W,28565,0,28565,03/20/2023,2022
