sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,0,31000,31000,03/20/2023,2022
Communic/Electronics,B,9000,43100,52100,03/20/2023,2022
Construction,C,45700,46000,91700,03/20/2023,2022
Defense,D,7300,64000,71300,03/20/2023,2022
Energy/Nat Resource,E,11800,38000,49800,03/20/2023,2022
Finance/Insur/RealEst,F,228761,138500,367261,03/20/2023,2022
Health,H,42900,63750,106650,03/20/2023,2022
Lawyers & Lobbyists,K,76042,14500,90542,03/20/2023,2022
Transportation,M,18000,78500,96500,03/20/2023,2022
Misc Business,N,23649,82500,106149,03/20/2023,2022
Labor,P,0,5500,5500,03/20/2023,2022
Ideology/Single-Issue,Q,123550,173868,297418,03/20/2023,2022
Other,W,92850,1000,93850,03/20/2023,2022
