sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,29625,61882,91507,06/10/2019,2018
Communic/Electronics,B,8425,7000,15425,06/10/2019,2018
Construction,C,38060,19500,57560,06/10/2019,2018
Defense,D,13722,38500,52222,06/10/2019,2018
Energy/Nat Resource,E,3475,22000,25475,06/10/2019,2018
Finance/Insur/RealEst,F,119575,14500,134075,06/10/2019,2018
Health,H,200218,216900,417118,06/10/2019,2018
Lawyers & Lobbyists,K,29072,6961,36033,06/10/2019,2018
Transportation,M,21950,36450,58400,06/10/2019,2018
Misc Business,N,61020,36811,97831,06/10/2019,2018
Labor,P,400,17000,17400,06/10/2019,2018
Ideology/Single-Issue,Q,28910,70748,99658,06/10/2019,2018
Other,W,115364,1000,116364,06/10/2019,2018
