sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,49850,68500,118350,03/20/2023,2022
Communic/Electronics,B,18850,46500,65350,03/20/2023,2022
Construction,C,15800,69500,85300,03/20/2023,2022
Defense,D,23800,127500,151300,03/20/2023,2022
Energy/Nat Resource,E,18900,35000,53900,03/20/2023,2022
Finance/Insur/RealEst,F,124900,85000,209900,03/20/2023,2022
Health,H,35750,14500,50250,03/20/2023,2022
Lawyers & Lobbyists,K,92726,43500,136226,03/20/2023,2022
Transportation,M,45800,143900,189700,03/20/2023,2022
Misc Business,N,48500,77250,125750,03/20/2023,2022
Labor,P,0,112000,112000,03/20/2023,2022
Ideology/Single-Issue,Q,103264,120500,223764,03/20/2023,2022
Other,W,77625,0,77625,03/20/2023,2022
