sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,2210,2500,4710,03/20/2023,2022
Communic/Electronics,B,15614,0,15614,03/20/2023,2022
Construction,C,40483,7500,47983,03/20/2023,2022
Defense,D,400,0,400,03/20/2023,2022
Energy/Nat Resource,E,34300,1000,35300,03/20/2023,2022
Finance/Insur/RealEst,F,167447,11000,178447,03/20/2023,2022
Health,H,33247,0,33247,03/20/2023,2022
Lawyers & Lobbyists,K,70854,0,70854,03/20/2023,2022
Transportation,M,2010,0,2010,03/20/2023,2022
Misc Business,N,69461,7500,76961,03/20/2023,2022
Labor,P,0,14250,14250,03/20/2023,2022
Ideology/Single-Issue,Q,19805,280188,299993,03/20/2023,2022
Other,W,207125,0,207125,03/20/2023,2022
