sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,3500,31750,35250,03/20/2023,2022
Communic/Electronics,B,23400,55500,78900,03/20/2023,2022
Construction,C,21400,45500,66900,03/20/2023,2022
Defense,D,0,16500,16500,03/20/2023,2022
Energy/Nat Resource,E,5400,24500,29900,03/20/2023,2022
Finance/Insur/RealEst,F,143200,291000,434200,03/20/2023,2022
Health,H,24325,217000,241325,03/20/2023,2022
Lawyers & Lobbyists,K,69645,50750,120395,03/20/2023,2022
Transportation,M,5000,74500,79500,03/20/2023,2022
Misc Business,N,52170,59599,111769,03/20/2023,2022
Labor,P,0,252000,252000,03/20/2023,2022
Ideology/Single-Issue,Q,62000,102362,164362,03/20/2023,2022
Other,W,31124,1000,32124,03/20/2023,2022
