sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,27150,56189,83339,06/10/2019,2018
Communic/Electronics,B,79730,104000,183730,06/10/2019,2018
Construction,C,42400,115000,157400,06/10/2019,2018
Defense,D,1000,48000,49000,06/10/2019,2018
Energy/Nat Resource,E,98825,164275,263100,06/10/2019,2018
Finance/Insur/RealEst,F,348190,467650,815840,06/10/2019,2018
Health,H,57151,294650,351801,06/10/2019,2018
Lawyers & Lobbyists,K,157594,46900,204494,06/10/2019,2018
Transportation,M,14620,77000,91620,06/10/2019,2018
Misc Business,N,152140,243500,395640,06/10/2019,2018
Labor,P,0,79000,79000,06/10/2019,2018
Ideology/Single-Issue,Q,34241,159608,193849,06/10/2019,2018
Other,W,157026,5150,162176,06/10/2019,2018
