sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,15800,20250,36050,03/20/2023,2022
Communic/Electronics,B,1250,5500,6750,03/20/2023,2022
Construction,C,44302,13000,57302,03/20/2023,2022
Defense,D,0,1000,1000,03/20/2023,2022
Energy/Nat Resource,E,12060,16500,28560,03/20/2023,2022
Finance/Insur/RealEst,F,144741,45500,190241,03/20/2023,2022
Health,H,53345,49500,102845,03/20/2023,2022
Lawyers & Lobbyists,K,63668,3000,66668,03/20/2023,2022
Transportation,M,13980,24500,38480,03/20/2023,2022
Misc Business,N,51755,33500,85255,03/20/2023,2022
Labor,P,0,5000,5000,03/20/2023,2022
Ideology/Single-Issue,Q,22418,169000,191418,03/20/2023,2022
Other,W,139822,2000,141822,03/20/2023,2022
