sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,6412,0,6412,03/20/2023,2022
Communic/Electronics,B,188621,4000,192621,03/20/2023,2022
Construction,C,18429,0,18429,03/20/2023,2022
Defense,D,800,0,800,03/20/2023,2022
Energy/Nat Resource,E,1752,0,1752,03/20/2023,2022
Finance/Insur/RealEst,F,132781,12500,145281,03/20/2023,2022
Health,H,72722,3500,76222,03/20/2023,2022
Lawyers & Lobbyists,K,53820,11000,64820,03/20/2023,2022
Transportation,M,7985,500,8485,03/20/2023,2022
Misc Business,N,140108,8500,148608,03/20/2023,2022
Labor,P,17843,237000,254843,03/20/2023,2022
Ideology/Single-Issue,Q,52503,73572,126075,03/20/2023,2022
Other,W,568379,1000,569379,03/20/2023,2022
