sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,392833,253600,646433,06/10/2019,2018
Communic/Electronics,B,621980,327847,949827,06/10/2019,2018
Construction,C,590320,252499,842819,06/10/2019,2018
Defense,D,36740,107000,143740,06/10/2019,2018
Energy/Nat Resource,E,708651,646250,1354901,06/10/2019,2018
Finance/Insur/RealEst,F,5391982,1229525,6621507,06/10/2019,2018
Health,H,900905,905049,1805954,06/10/2019,2018
Lawyers & Lobbyists,K,1672649,241034,1913683,06/10/2019,2018
Transportation,M,476672,229200,705872,06/10/2019,2018
Misc Business,N,2435499,900456,3335955,06/10/2019,2018
Labor,P,3500,37000,40500,06/10/2019,2018
Ideology/Single-Issue,Q,683137,927496,1610633,06/10/2019,2018
Other,W,2392883,15365,2408248,06/10/2019,2018
