sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,16615,131000,147615,03/20/2023,2022
Communic/Electronics,B,104882,83640,188522,03/20/2023,2022
Construction,C,20728,38000,58728,03/20/2023,2022
Defense,D,1850,10500,12350,03/20/2023,2022
Energy/Nat Resource,E,17160,98000,115160,03/20/2023,2022
Finance/Insur/RealEst,F,474206,516250,990456,03/20/2023,2022
Health,H,252899,215000,467899,03/20/2023,2022
Lawyers & Lobbyists,K,277240,46750,323990,03/20/2023,2022
Transportation,M,12383,82500,94883,03/20/2023,2022
Misc Business,N,255903,159500,415403,03/20/2023,2022
Labor,P,10585,286000,296585,03/20/2023,2022
Ideology/Single-Issue,Q,468984,629057,1098041,03/20/2023,2022
Other,W,515038,1500,516538,03/20/2023,2022
