sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,750,54550,55300,03/20/2023,2022
Communic/Electronics,B,5850,32000,37850,03/20/2023,2022
Construction,C,850,2000,2850,03/20/2023,2022
Defense,D,0,2000,2000,03/20/2023,2022
Energy/Nat Resource,E,3500,22500,26000,03/20/2023,2022
Finance/Insur/RealEst,F,57440,232750,290190,03/20/2023,2022
Health,H,14850,39500,54350,03/20/2023,2022
Lawyers & Lobbyists,K,21350,15500,36850,03/20/2023,2022
Transportation,M,500,11000,11500,03/20/2023,2022
Misc Business,N,9900,61500,71400,03/20/2023,2022
Labor,P,0,149500,149500,03/20/2023,2022
Ideology/Single-Issue,Q,7350,48562,55912,03/20/2023,2022
Other,W,35810,5000,40810,03/20/2023,2022
