sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,20450,12000,32450,03/20/2023,2022
Communic/Electronics,B,28900,12500,41400,03/20/2023,2022
Construction,C,77500,20000,97500,03/20/2023,2022
Energy/Nat Resource,E,8150,17000,25150,03/20/2023,2022
Finance/Insur/RealEst,F,111109,60000,171109,03/20/2023,2022
Health,H,53450,22500,75950,03/20/2023,2022
Lawyers & Lobbyists,K,52040,0,52040,03/20/2023,2022
Transportation,M,27100,26000,53100,03/20/2023,2022
Misc Business,N,79713,23500,103213,03/20/2023,2022
Ideology/Single-Issue,Q,27116,145600,172716,03/20/2023,2022
Other,W,134266,0,134266,03/20/2023,2022
