sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,27941,34000,61941,06/10/2019,2018
Communic/Electronics,B,96530,52380,148910,06/10/2019,2018
Construction,C,19426,8000,27426,06/10/2019,2018
Defense,D,5512,63500,69012,06/10/2019,2018
Energy/Nat Resource,E,14225,14500,28725,06/10/2019,2018
Finance/Insur/RealEst,F,269394,251400,520794,06/10/2019,2018
Health,H,100064,146000,246064,06/10/2019,2018
Lawyers & Lobbyists,K,132025,16500,148525,06/10/2019,2018
Transportation,M,6387,18000,24387,06/10/2019,2018
Misc Business,N,125712,68859,194571,06/10/2019,2018
Labor,P,2050,235500,237550,06/10/2019,2018
Ideology/Single-Issue,Q,261624,253959,515583,06/10/2019,2018
Other,W,623263,0,623263,06/10/2019,2018
