sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,456229,101500,557729,03/20/2023,2022
Communic/Electronics,B,437999,38500,476499,03/20/2023,2022
Construction,C,784503,87000,871503,03/20/2023,2022
Defense,D,82353,24500,106853,03/20/2023,2022
Energy/Nat Resource,E,423855,101000,524855,03/20/2023,2022
Finance/Insur/RealEst,F,3232310,126718,3359028,03/20/2023,2022
Health,H,1007276,127500,1134776,03/20/2023,2022
Lawyers & Lobbyists,K,826438,24910,851348,03/20/2023,2022
Transportation,M,450235,112900,563135,03/20/2023,2022
Misc Business,N,1411378,159980,1571358,03/20/2023,2022
Labor,P,7,2000,2007,03/20/2023,2022
Ideology/Single-Issue,Q,1179663,338492,1518155,03/20/2023,2022
Other,W,4561911,0,4561911,03/20/2023,2022
