sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,1150,24525,25675,06/10/2019,2018
Communic/Electronics,B,15439,12770,28209,06/10/2019,2018
Construction,C,6635,3500,10135,06/10/2019,2018
Defense,D,55,49000,49055,06/10/2019,2018
Energy/Nat Resource,E,1750,7500,9250,06/10/2019,2018
Finance/Insur/RealEst,F,47638,24000,71638,06/10/2019,2018
Health,H,40023,111000,151023,06/10/2019,2018
Lawyers & Lobbyists,K,121502,27000,148502,06/10/2019,2018
Transportation,M,11890,6500,18390,06/10/2019,2018
Misc Business,N,52138,23000,75138,06/10/2019,2018
Labor,P,2500,236200,238700,06/10/2019,2018
Ideology/Single-Issue,Q,35805,55000,90805,06/10/2019,2018
Other,W,158522,22500,181022,06/10/2019,2018
