sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,48050,30500,78550,03/20/2023,2022
Communic/Electronics,B,36250,42500,78750,03/20/2023,2022
Construction,C,50251,32000,82251,03/20/2023,2022
Defense,D,3000,13500,16500,03/20/2023,2022
Energy/Nat Resource,E,25483,26000,51483,03/20/2023,2022
Finance/Insur/RealEst,F,591241,953200,1544441,03/20/2023,2022
Health,H,76528,23500,100028,03/20/2023,2022
Lawyers & Lobbyists,K,157840,20500,178340,03/20/2023,2022
Transportation,M,20600,29000,49600,03/20/2023,2022
Misc Business,N,102069,52224,154293,03/20/2023,2022
Labor,P,0,7000,7000,03/20/2023,2022
Ideology/Single-Issue,Q,113058,86900,199958,03/20/2023,2022
Other,W,277814,1000,278814,03/20/2023,2022
