sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,42435,36500,78935,03/20/2023,2022
Communic/Electronics,B,6950,21500,28450,03/20/2023,2022
Construction,C,59231,39000,98231,03/20/2023,2022
Defense,D,2000,6500,8500,03/20/2023,2022
Energy/Nat Resource,E,17233,31000,48233,03/20/2023,2022
Finance/Insur/RealEst,F,357313,63500,420813,03/20/2023,2022
Health,H,61853,4500,66353,03/20/2023,2022
Lawyers & Lobbyists,K,90745,13000,103745,03/20/2023,2022
Transportation,M,102561,97500,200061,03/20/2023,2022
Misc Business,N,77931,70000,147931,03/20/2023,2022
Labor,P,0,84000,84000,03/20/2023,2022
Ideology/Single-Issue,Q,108878,338750,447628,03/20/2023,2022
Other,W,176569,0,176569,03/20/2023,2022
