sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,50180,72300,122480,03/20/2023,2022
Communic/Electronics,B,10186,23140,33326,03/20/2023,2022
Construction,C,25500,22500,48000,03/20/2023,2022
Defense,D,155,1000,1155,03/20/2023,2022
Energy/Nat Resource,E,2900,27000,29900,03/20/2023,2022
Finance/Insur/RealEst,F,74487,91000,165487,03/20/2023,2022
Health,H,43020,80500,123520,03/20/2023,2022
Lawyers & Lobbyists,K,90925,9500,100425,03/20/2023,2022
Transportation,M,4300,13000,17300,03/20/2023,2022
Misc Business,N,52505,33337,85842,03/20/2023,2022
Labor,P,0,4000,4000,03/20/2023,2022
Ideology/Single-Issue,Q,133310,103000,236310,03/20/2023,2022
Other,W,178218,1000,179218,03/20/2023,2022
