sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,44460,48500,92960,06/10/2019,2018
Communic/Electronics,B,5225,23250,28475,06/10/2019,2018
Construction,C,25315,29500,54815,06/10/2019,2018
Defense,D,520,13000,13520,06/10/2019,2018
Energy/Nat Resource,E,28850,43500,72350,06/10/2019,2018
Finance/Insur/RealEst,F,176767,117000,293767,06/10/2019,2018
Health,H,44725,32266,76991,06/10/2019,2018
Lawyers & Lobbyists,K,66463,10000,76463,06/10/2019,2018
Transportation,M,21610,52000,73610,06/10/2019,2018
Misc Business,N,113125,82500,195625,06/10/2019,2018
Labor,P,0,13000,13000,06/10/2019,2018
Ideology/Single-Issue,Q,91065,176882,267947,06/10/2019,2018
Other,W,260091,5000,265091,06/10/2019,2018
