sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Construction,C,3500,0,3500,03/20/2023,2022
Energy/Nat Resource,E,9050,5000,14050,03/20/2023,2022
Finance/Insur/RealEst,F,23175,34500,57675,03/20/2023,2022
Health,H,22823,5000,27823,03/20/2023,2022
Lawyers & Lobbyists,K,33750,0,33750,03/20/2023,2022
Transportation,M,0,1000,1000,03/20/2023,2022
Misc Business,N,13550,3500,17050,03/20/2023,2022
Labor,P,0,78000,78000,03/20/2023,2022
Ideology/Single-Issue,Q,1250,17500,18750,03/20/2023,2022
Other,W,20750,0,20750,03/20/2023,2022
