sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,3100,3000,6100,03/20/2023,2022
Communic/Electronics,B,30550,44000,74550,03/20/2023,2022
Construction,C,10340,31000,41340,03/20/2023,2022
Defense,D,10700,2000,12700,03/20/2023,2022
Energy/Nat Resource,E,13905,35500,49405,03/20/2023,2022
Finance/Insur/RealEst,F,63550,22000,85550,03/20/2023,2022
Health,H,30500,31500,62000,03/20/2023,2022
Lawyers & Lobbyists,K,45970,7000,52970,03/20/2023,2022
Transportation,M,7700,35000,42700,03/20/2023,2022
Misc Business,N,80700,24000,104700,03/20/2023,2022
Labor,P,0,19500,19500,03/20/2023,2022
Ideology/Single-Issue,Q,53413,101900,155313,03/20/2023,2022
Other,W,62280,0,62280,03/20/2023,2022
