sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,1000,5000,6000,03/20/2023,2022
Communic/Electronics,B,19350,71000,90350,03/20/2023,2022
Construction,C,355,36000,36355,03/20/2023,2022
Defense,D,28500,160750,189250,03/20/2023,2022
Energy/Nat Resource,E,1000,16500,17500,03/20/2023,2022
Finance/Insur/RealEst,F,46610,60500,107110,03/20/2023,2022
Health,H,11900,51500,63400,03/20/2023,2022
Lawyers & Lobbyists,K,84484,33500,117984,03/20/2023,2022
Transportation,M,1000,79150,80150,03/20/2023,2022
Misc Business,N,13085,52500,65585,03/20/2023,2022
Labor,P,2500,111731,114231,03/20/2023,2022
Ideology/Single-Issue,Q,24900,21212,46112,03/20/2023,2022
Other,W,13721,0,13721,03/20/2023,2022
