sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,8500,22500,31000,06/10/2019,2018
Communic/Electronics,B,1845,30500,32345,06/10/2019,2018
Construction,C,851,4000,4851,06/10/2019,2018
Defense,D,0,14000,14000,06/10/2019,2018
Energy/Nat Resource,E,2000,5500,7500,06/10/2019,2018
Finance/Insur/RealEst,F,21365,36010,57375,06/10/2019,2018
Health,H,38850,67200,106050,06/10/2019,2018
Lawyers & Lobbyists,K,35651,13499,49150,06/10/2019,2018
Transportation,M,2000,25078,27078,06/10/2019,2018
Misc Business,N,36268,59186,95454,06/10/2019,2018
Labor,P,5000,190500,195500,06/10/2019,2018
Ideology/Single-Issue,Q,26140,17228,43368,06/10/2019,2018
Other,W,119672,1000,120672,06/10/2019,2018
