sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,27322,1700,29022,06/10/2019,2018
Communic/Electronics,B,335655,152100,487755,06/10/2019,2018
Construction,C,45433,10000,55433,06/10/2019,2018
Defense,D,8436,24500,32936,06/10/2019,2018
Energy/Nat Resource,E,36989,60999,97988,06/10/2019,2018
Finance/Insur/RealEst,F,798859,105500,904359,06/10/2019,2018
Health,H,201256,194166,395422,06/10/2019,2018
Lawyers & Lobbyists,K,941314,93818,1035132,06/10/2019,2018
Transportation,M,23973,32250,56223,06/10/2019,2018
Misc Business,N,291810,56500,348310,06/10/2019,2018
Labor,P,9460,235800,245260,06/10/2019,2018
Ideology/Single-Issue,Q,533058,468362,1001420,06/10/2019,2018
Other,W,896889,2500,899389,06/10/2019,2018
