sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,10250,34315,44565,03/20/2023,2022
Communic/Electronics,B,9653,122200,131853,03/20/2023,2022
Construction,C,250,34000,34250,03/20/2023,2022
Defense,D,9600,100250,109850,03/20/2023,2022
Energy/Nat Resource,E,38950,199900,238850,03/20/2023,2022
Finance/Insur/RealEst,F,85385,178000,263385,03/20/2023,2022
Health,H,31508,170500,202008,03/20/2023,2022
Lawyers & Lobbyists,K,123825,22750,146575,03/20/2023,2022
Transportation,M,10800,80990,91790,03/20/2023,2022
Misc Business,N,39325,88000,127325,03/20/2023,2022
Labor,P,0,165606,165606,03/20/2023,2022
Ideology/Single-Issue,Q,35400,43762,79162,03/20/2023,2022
Other,W,58995,0,58995,03/20/2023,2022
