sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,6200,41500,47700,03/20/2023,2022
Communic/Electronics,B,13600,11500,25100,03/20/2023,2022
Construction,C,21050,20000,41050,03/20/2023,2022
Defense,D,19850,70000,89850,03/20/2023,2022
Energy/Nat Resource,E,11150,17500,28650,03/20/2023,2022
Finance/Insur/RealEst,F,29400,32000,61400,03/20/2023,2022
Health,H,12750,8000,20750,03/20/2023,2022
Lawyers & Lobbyists,K,82250,16500,98750,03/20/2023,2022
Transportation,M,7500,41000,48500,03/20/2023,2022
Misc Business,N,17050,43500,60550,03/20/2023,2022
Labor,P,0,24500,24500,03/20/2023,2022
Ideology/Single-Issue,Q,14350,48100,62450,03/20/2023,2022
Other,W,47900,2500,50400,03/20/2023,2022
