sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,5500,21500,27000,03/20/2023,2022
Communic/Electronics,B,64897,2000,66897,03/20/2023,2022
Construction,C,5550,3000,8550,03/20/2023,2022
Defense,D,10,0,10,03/20/2023,2022
Energy/Nat Resource,E,14078,6000,20078,03/20/2023,2022
Finance/Insur/RealEst,F,374179,35000,409179,03/20/2023,2022
Health,H,117191,25500,142691,03/20/2023,2022
Lawyers & Lobbyists,K,139258,9500,148758,03/20/2023,2022
Transportation,M,2250,3500,5750,03/20/2023,2022
Misc Business,N,107591,15500,123091,03/20/2023,2022
Labor,P,0,183500,183500,03/20/2023,2022
Ideology/Single-Issue,Q,291181,336588,627769,03/20/2023,2022
Other,W,570539,0,570539,03/20/2023,2022
