sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,7426,3000,10426,06/10/2019,2018
Communic/Electronics,B,62264,21500,83764,06/10/2019,2018
Construction,C,6227,0,6227,06/10/2019,2018
Defense,D,357,10000,10357,06/10/2019,2018
Energy/Nat Resource,E,5455,2500,7955,06/10/2019,2018
Finance/Insur/RealEst,F,116503,31000,147503,06/10/2019,2018
Health,H,18270,7500,25770,06/10/2019,2018
Lawyers & Lobbyists,K,428623,20891,449514,06/10/2019,2018
Transportation,M,6029,5000,11029,06/10/2019,2018
Misc Business,N,55544,500,56044,06/10/2019,2018
Labor,P,250,77000,77250,06/10/2019,2018
Ideology/Single-Issue,Q,93872,153948,247820,06/10/2019,2018
Other,W,156458,0,156458,06/10/2019,2018
