sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,539349,128673,668022,03/20/2023,2022
Communic/Electronics,B,223601,107500,331101,03/20/2023,2022
Construction,C,868264,68800,937064,03/20/2023,2022
Defense,D,54951,81300,136251,03/20/2023,2022
Energy/Nat Resource,E,544061,217050,761111,03/20/2023,2022
Finance/Insur/RealEst,F,2136640,369100,2505740,03/20/2023,2022
Health,H,816727,92000,908727,03/20/2023,2022
Lawyers & Lobbyists,K,951752,72500,1024252,03/20/2023,2022
Transportation,M,531744,129600,661344,03/20/2023,2022
Misc Business,N,879327,142231,1021558,03/20/2023,2022
Labor,P,1268,15000,16268,03/20/2023,2022
Ideology/Single-Issue,Q,238334,504750,743084,03/20/2023,2022
Other,W,9481412,-2000,9479412,03/20/2023,2022
