sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,135703,122900,258603,03/20/2023,2022
Communic/Electronics,B,402574,188900,591474,03/20/2023,2022
Construction,C,114923,84500,199423,03/20/2023,2022
Defense,D,1263,30000,31263,03/20/2023,2022
Energy/Nat Resource,E,200027,395100,595127,03/20/2023,2022
Finance/Insur/RealEst,F,2056956,615850,2672806,03/20/2023,2022
Health,H,685617,792050,1477667,03/20/2023,2022
Lawyers & Lobbyists,K,802801,130500,933301,03/20/2023,2022
Transportation,M,99879,156612,256491,03/20/2023,2022
Misc Business,N,678330,381497,1059827,03/20/2023,2022
Labor,P,2927,183000,185927,03/20/2023,2022
Ideology/Single-Issue,Q,631792,391157,1022949,03/20/2023,2022
Other,W,1638504,12500,1651004,03/20/2023,2022
