sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,140051,42000,182051,03/20/2023,2022
Communic/Electronics,B,67200,30000,97200,03/20/2023,2022
Construction,C,241731,43500,285231,03/20/2023,2022
Defense,D,12100,0,12100,03/20/2023,2022
Energy/Nat Resource,E,126859,60900,187759,03/20/2023,2022
Finance/Insur/RealEst,F,712184,58900,771084,03/20/2023,2022
Health,H,203598,41500,245098,03/20/2023,2022
Lawyers & Lobbyists,K,304073,11400,315473,03/20/2023,2022
Transportation,M,185511,48800,234311,03/20/2023,2022
Misc Business,N,352534,83550,436084,03/20/2023,2022
Labor,P,0,7500,7500,03/20/2023,2022
Ideology/Single-Issue,Q,391519,283800,675319,03/20/2023,2022
Other,W,896352,1000,897352,03/20/2023,2022
