sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,0,25000,25000,06/10/2019,2018
Communic/Electronics,B,12190,32500,44690,06/10/2019,2018
Construction,C,6660,10000,16660,06/10/2019,2018
Defense,D,0,8000,8000,06/10/2019,2018
Energy/Nat Resource,E,1000,34500,35500,06/10/2019,2018
Finance/Insur/RealEst,F,64121,49500,113621,06/10/2019,2018
Health,H,14050,24500,38550,06/10/2019,2018
Lawyers & Lobbyists,K,19783,12250,32033,06/10/2019,2018
Transportation,M,21000,91499,112499,06/10/2019,2018
Misc Business,N,30502,27624,58126,06/10/2019,2018
Labor,P,25,240333,240358,06/10/2019,2018
Ideology/Single-Issue,Q,4100,28500,32600,06/10/2019,2018
Other,W,14409,2500,16909,06/10/2019,2018
