sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,1310,43000,44310,03/20/2023,2022
Communic/Electronics,B,6806,3000,9806,03/20/2023,2022
Construction,C,885,16000,16885,03/20/2023,2022
Defense,D,0,23000,23000,03/20/2023,2022
Energy/Nat Resource,E,285,3000,3285,03/20/2023,2022
Finance/Insur/RealEst,F,33784,18500,52284,03/20/2023,2022
Health,H,5209,14500,19709,03/20/2023,2022
Lawyers & Lobbyists,K,10500,9000,19500,03/20/2023,2022
Transportation,M,0,12000,12000,03/20/2023,2022
Misc Business,N,52200,31500,83700,03/20/2023,2022
Labor,P,250,84500,84750,03/20/2023,2022
Ideology/Single-Issue,Q,9000,24512,33512,03/20/2023,2022
Other,W,57861,1000,58861,03/20/2023,2022
