sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,4098,19750,23848,03/20/2023,2022
Communic/Electronics,B,21628,58000,79628,03/20/2023,2022
Construction,C,24250,18000,42250,03/20/2023,2022
Defense,D,1000,12000,13000,03/20/2023,2022
Energy/Nat Resource,E,1760,8500,10260,03/20/2023,2022
Finance/Insur/RealEst,F,134135,409250,543385,03/20/2023,2022
Health,H,45894,91550,137444,03/20/2023,2022
Lawyers & Lobbyists,K,120013,35750,155763,03/20/2023,2022
Transportation,M,1876,17000,18876,03/20/2023,2022
Misc Business,N,40402,42000,82402,03/20/2023,2022
Labor,P,1250,195500,196750,03/20/2023,2022
Ideology/Single-Issue,Q,100910,77412,178322,03/20/2023,2022
Other,W,203770,0,203770,03/20/2023,2022
