sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,14900,21750,36650,06/10/2019,2018
Communic/Electronics,B,19150,23000,42150,06/10/2019,2018
Construction,C,29950,12000,41950,06/10/2019,2018
Defense,D,0,4000,4000,06/10/2019,2018
Energy/Nat Resource,E,8950,22000,30950,06/10/2019,2018
Finance/Insur/RealEst,F,32650,16000,48650,06/10/2019,2018
Health,H,4375,14000,18375,06/10/2019,2018
Lawyers & Lobbyists,K,27100,3000,30100,06/10/2019,2018
Transportation,M,14550,8000,22550,06/10/2019,2018
Misc Business,N,14109,21200,35309,06/10/2019,2018
Ideology/Single-Issue,Q,22385,8613,30998,06/10/2019,2018
Other,W,37569,0,37569,06/10/2019,2018
