sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,10118,8500,18618,03/20/2023,2022
Communic/Electronics,B,253399,0,253399,03/20/2023,2022
Construction,C,38326,4000,42326,03/20/2023,2022
Defense,D,5979,0,5979,03/20/2023,2022
Energy/Nat Resource,E,17709,7000,24709,03/20/2023,2022
Finance/Insur/RealEst,F,651378,28000,679378,03/20/2023,2022
Health,H,263515,53500,317015,03/20/2023,2022
Lawyers & Lobbyists,K,395641,11100,406741,03/20/2023,2022
Transportation,M,13927,0,13927,03/20/2023,2022
Misc Business,N,222383,11000,233383,03/20/2023,2022
Labor,P,3293,166000,169293,03/20/2023,2022
Ideology/Single-Issue,Q,578148,556962,1135110,03/20/2023,2022
Other,W,1479341,7100,1486441,03/20/2023,2022
