sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,22878,84350,107228,06/10/2019,2018
Communic/Electronics,B,368336,314100,682436,06/10/2019,2018
Construction,C,9538,23000,32538,06/10/2019,2018
Defense,D,87362,84500,171862,06/10/2019,2018
Energy/Nat Resource,E,12912,11500,24412,06/10/2019,2018
Finance/Insur/RealEst,F,273537,116950,390487,06/10/2019,2018
Health,H,47001,95700,142701,06/10/2019,2018
Lawyers & Lobbyists,K,701811,118409,820220,06/10/2019,2018
Transportation,M,10488,32500,42988,06/10/2019,2018
Misc Business,N,136024,134550,270574,06/10/2019,2018
Labor,P,6085,165750,171835,06/10/2019,2018
Ideology/Single-Issue,Q,212136,408017,620153,06/10/2019,2018
Other,W,310191,1000,311191,06/10/2019,2018
