sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,328333,101143,429476,03/20/2023,2022
Communic/Electronics,B,3093554,384000,3477554,03/20/2023,2022
Construction,C,468675,42364,511039,03/20/2023,2022
Defense,D,171806,143000,314806,03/20/2023,2022
Energy/Nat Resource,E,352496,128500,480996,03/20/2023,2022
Finance/Insur/RealEst,F,4760823,1040696,5801519,03/20/2023,2022
Health,H,2599986,305656,2905642,03/20/2023,2022
Lawyers & Lobbyists,K,3642030,186773,3828803,03/20/2023,2022
Transportation,M,654351,282299,936650,03/20/2023,2022
Misc Business,N,2498750,313198,2811948,03/20/2023,2022
Labor,P,71576,377200,448776,03/20/2023,2022
Ideology/Single-Issue,Q,4239075,826609,5065684,03/20/2023,2022
Other,W,11799552,6000,11805552,03/20/2023,2022
