sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,204249,58500,262749,06/10/2019,2018
Communic/Electronics,B,80690,14500,95190,06/10/2019,2018
Construction,C,189561,34500,224061,06/10/2019,2018
Defense,D,1250,500,1750,06/10/2019,2018
Energy/Nat Resource,E,520994,139700,660694,06/10/2019,2018
Finance/Insur/RealEst,F,869226,46438,915664,06/10/2019,2018
Health,H,121171,71500,192671,06/10/2019,2018
Lawyers & Lobbyists,K,152887,1000,153887,06/10/2019,2018
Transportation,M,102865,18000,120865,06/10/2019,2018
Misc Business,N,450552,71500,522052,06/10/2019,2018
Labor,P,0,1000,1000,06/10/2019,2018
Ideology/Single-Issue,Q,173738,337300,511038,06/10/2019,2018
Other,W,594007,0,594007,06/10/2019,2018
